,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
60234,Douglas County,OR,Deschutes County,OR,97,4745,4745000,1819,2018,2019,outflow,Douglas County-Deschutes County-OR-1819,"Deschutes County, OR"
60235,Douglas County,OR,Marion County,OR,101,3104,3104000,1819,2018,2019,outflow,Douglas County-Marion County-OR-1819,"Marion County, OR"
60236,Douglas County,OR,Washington County,OR,86,2119,2119000,1819,2018,2019,outflow,Douglas County-Washington County-OR-1819,"Washington County, OR"
60237,Douglas County,OR,Multnomah County,OR,71,1553,1553000,1819,2018,2019,outflow,Douglas County-Multnomah County-OR-1819,"Multnomah County, OR"
60238,Douglas County,OR,Benton County,OR,58,1570,1570000,1819,2018,2019,outflow,Douglas County-Benton County-OR-1819,"Benton County, OR"
60239,Douglas County,OR,Clackamas County,OR,51,1723,1723000,1819,2018,2019,outflow,Douglas County-Clackamas County-OR-1819,"Clackamas County, OR"
60240,Douglas County,OR,Linn County,OR,68,1946,1946000,1819,2018,2019,outflow,Douglas County-Linn County-OR-1819,"Linn County, OR"
60241,Douglas County,OR,Maricopa County,AZ,58,1663,1663000,1819,2018,2019,outflow,Douglas County-Maricopa County-AZ-1819,"Maricopa County, AZ"
60242,Douglas County,OR,Polk County,OR,46,1388,1388000,1819,2018,2019,outflow,Douglas County-Polk County-OR-1819,"Polk County, OR"
60243,Douglas County,OR,Klamath County,OR,45,1060,1060000,1819,2018,2019,outflow,Douglas County-Klamath County-OR-1819,"Klamath County, OR"
60244,Douglas County,OR,San Diego County,CA,35,1290,1290000,1819,2018,2019,outflow,Douglas County-San Diego County-CA-1819,"San Diego County, CA"
60245,Douglas County,OR,Clark County,NV,43,1152,1152000,1819,2018,2019,outflow,Douglas County-Clark County-NV-1819,"Clark County, NV"
60253,Gilliam County,OR,Gilliam County Total Migration-US and Foreign,OR,89,1822,1822000,1819,2018,2019,outflow,Gilliam County total migration-1819,"Gilliam County Total Migration-US and Foreign, OR"
60261,Grant County,OR,Grant County Total Migration-US and Foreign,OR,330,8832,8832000,1819,2018,2019,outflow,Grant County total migration-1819,"Grant County Total Migration-US and Foreign, OR"
60272,Harney County,OR,Harney County Total Migration-US and Foreign,OR,247,5322,5322000,1819,2018,2019,outflow,Harney County total migration-1819,"Harney County Total Migration-US and Foreign, OR"
60282,Hood River County,OR,Hood River County Total Migration-US and Foreign,OR,1273,46726,46726000,1819,2018,2019,outflow,Hood River County total migration-1819,"Hood River County Total Migration-US and Foreign, OR"
60287,Hood River County,OR,Wasco County,OR,286,6278,6278000,1819,2018,2019,outflow,Hood River County-Wasco County-OR-1819,"Wasco County, OR"
60288,Hood River County,OR,Multnomah County,OR,131,5466,5466000,1819,2018,2019,outflow,Hood River County-Multnomah County-OR-1819,"Multnomah County, OR"
60289,Hood River County,OR,Klickitat County,WA,139,6942,6942000,1819,2018,2019,outflow,Hood River County-Klickitat County-WA-1819,"Klickitat County, WA"
60290,Hood River County,OR,Clark County,WA,62,1808,1808000,1819,2018,2019,outflow,Hood River County-Clark County-WA-1819,"Clark County, WA"
60291,Hood River County,OR,Skamania County,WA,48,2393,2393000,1819,2018,2019,outflow,Hood River County-Skamania County-WA-1819,"Skamania County, WA"
60292,Hood River County,OR,Clackamas County,OR,36,1306,1306000,1819,2018,2019,outflow,Hood River County-Clackamas County-OR-1819,"Clackamas County, OR"
60293,Hood River County,OR,Deschutes County,OR,28,1015,1015000,1819,2018,2019,outflow,Hood River County-Deschutes County-OR-1819,"Deschutes County, OR"
60294,Hood River County,OR,Washington County,OR,34,1034,1034000,1819,2018,2019,outflow,Hood River County-Washington County-OR-1819,"Washington County, OR"
60302,Jackson County,OR,Jackson County Total Migration-US and Foreign,OR,7821,259657,259657000,1819,2018,2019,outflow,Jackson County total migration-1819,"Jackson County Total Migration-US and Foreign, OR"
60307,Jackson County,OR,Josephine County,OR,956,21167,21167000,1819,2018,2019,outflow,Jackson County-Josephine County-OR-1819,"Josephine County, OR"
60308,Jackson County,OR,Multnomah County,OR,293,9642,9642000,1819,2018,2019,outflow,Jackson County-Multnomah County-OR-1819,"Multnomah County, OR"
60309,Jackson County,OR,Lane County,OR,337,9703,9703000,1819,2018,2019,outflow,Jackson County-Lane County-OR-1819,"Lane County, OR"
60310,Jackson County,OR,Washington County,OR,210,6033,6033000,1819,2018,2019,outflow,Jackson County-Washington County-OR-1819,"Washington County, OR"
60311,Jackson County,OR,Deschutes County,OR,225,15278,15278000,1819,2018,2019,outflow,Jackson County-Deschutes County-OR-1819,"Deschutes County, OR"
60312,Jackson County,OR,Maricopa County,AZ,199,6279,6279000,1819,2018,2019,outflow,Jackson County-Maricopa County-AZ-1819,"Maricopa County, AZ"
60313,Jackson County,OR,Klamath County,OR,190,3481,3481000,1819,2018,2019,outflow,Jackson County-Klamath County-OR-1819,"Klamath County, OR"
60314,Jackson County,OR,Los Angeles County,CA,128,5507,5507000,1819,2018,2019,outflow,Jackson County-Los Angeles County-CA-1819,"Los Angeles County, CA"
60315,Jackson County,OR,Douglas County,OR,157,3300,3300000,1819,2018,2019,outflow,Jackson County-Douglas County-OR-1819,"Douglas County, OR"
60316,Jackson County,OR,Clackamas County,OR,114,3861,3861000,1819,2018,2019,outflow,Jackson County-Clackamas County-OR-1819,"Clackamas County, OR"
60317,Jackson County,OR,Marion County,OR,140,3850,3850000,1819,2018,2019,outflow,Jackson County-Marion County-OR-1819,"Marion County, OR"
60318,Jackson County,OR,King County,WA,111,4398,4398000,1819,2018,2019,outflow,Jackson County-King County-WA-1819,"King County, WA"
60319,Jackson County,OR,Coos County,OR,111,2161,2161000,1819,2018,2019,outflow,Jackson County-Coos County-OR-1819,"Coos County, OR"
60320,Jackson County,OR,Benton County,OR,78,2188,2188000,1819,2018,2019,outflow,Jackson County-Benton County-OR-1819,"Benton County, OR"
60321,Jackson County,OR,Clark County,NV,91,4621,4621000,1819,2018,2019,outflow,Jackson County-Clark County-NV-1819,"Clark County, NV"
60322,Jackson County,OR,Clark County,WA,98,4677,4677000,1819,2018,2019,outflow,Jackson County-Clark County-WA-1819,"Clark County, WA"
60323,Jackson County,OR,Curry County,OR,88,2536,2536000,1819,2018,2019,outflow,Jackson County-Curry County-OR-1819,"Curry County, OR"
60324,Jackson County,OR,San Diego County,CA,78,1852,1852000,1819,2018,2019,outflow,Jackson County-San Diego County-CA-1819,"San Diego County, CA"
60325,Jackson County,OR,Orange County,CA,85,3033,3033000,1819,2018,2019,outflow,Jackson County-Orange County-CA-1819,"Orange County, CA"
60326,Jackson County,OR,Sacramento County,CA,73,2332,2332000,1819,2018,2019,outflow,Jackson County-Sacramento County-CA-1819,"Sacramento County, CA"
60327,Jackson County,OR,Ada County,ID,72,3802,3802000,1819,2018,2019,outflow,Jackson County-Ada County-ID-1819,"Ada County, ID"
60328,Jackson County,OR,Siskiyou County,CA,70,1493,1493000,1819,2018,2019,outflow,Jackson County-Siskiyou County-CA-1819,"Siskiyou County, CA"
60329,Jackson County,OR,Linn County,OR,76,1869,1869000,1819,2018,2019,outflow,Jackson County-Linn County-OR-1819,"Linn County, OR"
60330,Jackson County,OR,Pierce County,WA,51,2414,2414000,1819,2018,2019,outflow,Jackson County-Pierce County-WA-1819,"Pierce County, WA"
60331,Jackson County,OR,Riverside County,CA,52,2669,2669000,1819,2018,2019,outflow,Jackson County-Riverside County-CA-1819,"Riverside County, CA"
60332,Jackson County,OR,Alameda County,CA,37,1418,1418000,1819,2018,2019,outflow,Jackson County-Alameda County-CA-1819,"Alameda County, CA"
60333,Jackson County,OR,Shasta County,CA,50,1157,1157000,1819,2018,2019,outflow,Jackson County-Shasta County-CA-1819,"Shasta County, CA"
60334,Jackson County,OR,Washoe County,NV,42,1567,1567000,1819,2018,2019,outflow,Jackson County-Washoe County-NV-1819,"Washoe County, NV"
60335,Jackson County,OR,Pima County,AZ,46,1582,1582000,1819,2018,2019,outflow,Jackson County-Pima County-AZ-1819,"Pima County, AZ"
60336,Jackson County,OR,Sonoma County,CA,44,1276,1276000,1819,2018,2019,outflow,Jackson County-Sonoma County-CA-1819,"Sonoma County, CA"
60337,Jackson County,OR,Honolulu County,HI,35,841,841000,1819,2018,2019,outflow,Jackson County-Honolulu County-HI-1819,"Honolulu County, HI"
60338,Jackson County,OR,San Francisco County,CA,35,2211,2211000,1819,2018,2019,outflow,Jackson County-San Francisco County-CA-1819,"San Francisco County, CA"
60339,Jackson County,OR,Contra Costa County,CA,29,872,872000,1819,2018,2019,outflow,Jackson County-Contra Costa County-CA-1819,"Contra Costa County, CA"
60340,Jackson County,OR,Thurston County,WA,30,1196,1196000,1819,2018,2019,outflow,Jackson County-Thurston County-WA-1819,"Thurston County, WA"
60341,Jackson County,OR,Polk County,OR,41,1057,1057000,1819,2018,2019,outflow,Jackson County-Polk County-OR-1819,"Polk County, OR"
60342,Jackson County,OR,Snohomish County,WA,38,916,916000,1819,2018,2019,outflow,Jackson County-Snohomish County-WA-1819,"Snohomish County, WA"
60343,Jackson County,OR,Denver County,CO,28,812,812000,1819,2018,2019,outflow,Jackson County-Denver County-CO-1819,"Denver County, CO"
60344,Jackson County,OR,El Paso County,CO,32,984,984000,1819,2018,2019,outflow,Jackson County-El Paso County-CO-1819,"El Paso County, CO"
60345,Jackson County,OR,Travis County,TX,25,1341,1341000,1819,2018,2019,outflow,Jackson County-Travis County-TX-1819,"Travis County, TX"
60353,Jefferson County,OR,Jefferson County Total Migration-US and Foreign,OR,1115,27869,27869000,1819,2018,2019,outflow,Jefferson County total migration-1819,"Jefferson County Total Migration-US and Foreign, OR"
60358,Jefferson County,OR,Deschutes County,OR,341,7497,7497000,1819,2018,2019,outflow,Jefferson County-Deschutes County-OR-1819,"Deschutes County, OR"
60359,Jefferson County,OR,Crook County,OR,69,1344,1344000,1819,2018,2019,outflow,Jefferson County-Crook County-OR-1819,"Crook County, OR"
60360,Jefferson County,OR,Marion County,OR,46,1038,1038000,1819,2018,2019,outflow,Jefferson County-Marion County-OR-1819,"Marion County, OR"
60361,Jefferson County,OR,Clackamas County,OR,47,1059,1059000,1819,2018,2019,outflow,Jefferson County-Clackamas County-OR-1819,"Clackamas County, OR"
60369,Josephine County,OR,Josephine County Total Migration-US and Foreign,OR,3596,88421,88421000,1819,2018,2019,outflow,Josephine County total migration-1819,"Josephine County Total Migration-US and Foreign, OR"
60374,Josephine County,OR,Jackson County,OR,986,23893,23893000,1819,2018,2019,outflow,Josephine County-Jackson County-OR-1819,"Jackson County, OR"
60375,Josephine County,OR,Lane County,OR,152,3517,3517000,1819,2018,2019,outflow,Josephine County-Lane County-OR-1819,"Lane County, OR"
60376,Josephine County,OR,Douglas County,OR,133,2514,2514000,1819,2018,2019,outflow,Josephine County-Douglas County-OR-1819,"Douglas County, OR"
60377,Josephine County,OR,Multnomah County,OR,64,1848,1848000,1819,2018,2019,outflow,Josephine County-Multnomah County-OR-1819,"Multnomah County, OR"
60378,Josephine County,OR,Maricopa County,AZ,79,3626,3626000,1819,2018,2019,outflow,Josephine County-Maricopa County-AZ-1819,"Maricopa County, AZ"
60379,Josephine County,OR,Washington County,OR,53,1626,1626000,1819,2018,2019,outflow,Josephine County-Washington County-OR-1819,"Washington County, OR"
60380,Josephine County,OR,Coos County,OR,68,1779,1779000,1819,2018,2019,outflow,Josephine County-Coos County-OR-1819,"Coos County, OR"
60381,Josephine County,OR,Klamath County,OR,55,937,937000,1819,2018,2019,outflow,Josephine County-Klamath County-OR-1819,"Klamath County, OR"
60382,Josephine County,OR,Curry County,OR,46,1057,1057000,1819,2018,2019,outflow,Josephine County-Curry County-OR-1819,"Curry County, OR"
60383,Josephine County,OR,Deschutes County,OR,42,1283,1283000,1819,2018,2019,outflow,Josephine County-Deschutes County-OR-1819,"Deschutes County, OR"
60384,Josephine County,OR,Clark County,NV,41,1091,1091000,1819,2018,2019,outflow,Josephine County-Clark County-NV-1819,"Clark County, NV"
60385,Josephine County,OR,Clackamas County,OR,47,1176,1176000,1819,2018,2019,outflow,Josephine County-Clackamas County-OR-1819,"Clackamas County, OR"
60386,Josephine County,OR,San Diego County,CA,41,1209,1209000,1819,2018,2019,outflow,Josephine County-San Diego County-CA-1819,"San Diego County, CA"
60387,Josephine County,OR,King County,WA,28,819,819000,1819,2018,2019,outflow,Josephine County-King County-WA-1819,"King County, WA"
60395,Klamath County,OR,Klamath County Total Migration-US and Foreign,OR,2791,74842,74842000,1819,2018,2019,outflow,Klamath County total migration-1819,"Klamath County Total Migration-US and Foreign, OR"
60401,Klamath County,OR,Jackson County,OR,266,8831,8831000,1819,2018,2019,outflow,Klamath County-Jackson County-OR-1819,"Jackson County, OR"
60402,Klamath County,OR,Deschutes County,OR,174,4222,4222000,1819,2018,2019,outflow,Klamath County-Deschutes County-OR-1819,"Deschutes County, OR"
60403,Klamath County,OR,Lane County,OR,128,3126,3126000,1819,2018,2019,outflow,Klamath County-Lane County-OR-1819,"Lane County, OR"
60404,Klamath County,OR,Josephine County,OR,78,1479,1479000,1819,2018,2019,outflow,Klamath County-Josephine County-OR-1819,"Josephine County, OR"
60405,Klamath County,OR,Washington County,OR,62,1767,1767000,1819,2018,2019,outflow,Klamath County-Washington County-OR-1819,"Washington County, OR"
60406,Klamath County,OR,Marion County,OR,65,1559,1559000,1819,2018,2019,outflow,Klamath County-Marion County-OR-1819,"Marion County, OR"
60407,Klamath County,OR,Douglas County,OR,58,1032,1032000,1819,2018,2019,outflow,Klamath County-Douglas County-OR-1819,"Douglas County, OR"
60408,Klamath County,OR,Multnomah County,OR,43,805,805000,1819,2018,2019,outflow,Klamath County-Multnomah County-OR-1819,"Multnomah County, OR"
60409,Klamath County,OR,Clackamas County,OR,32,824,824000,1819,2018,2019,outflow,Klamath County-Clackamas County-OR-1819,"Clackamas County, OR"
60410,Klamath County,OR,Clark County,WA,35,1134,1134000,1819,2018,2019,outflow,Klamath County-Clark County-WA-1819,"Clark County, WA"
60411,Klamath County,OR,Washoe County,NV,35,1159,1159000,1819,2018,2019,outflow,Klamath County-Washoe County-NV-1819,"Washoe County, NV"
60412,Klamath County,OR,Los Angeles County,CA,32,818,818000,1819,2018,2019,outflow,Klamath County-Los Angeles County-CA-1819,"Los Angeles County, CA"
60413,Klamath County,OR,Linn County,OR,34,872,872000,1819,2018,2019,outflow,Klamath County-Linn County-OR-1819,"Linn County, OR"
60414,Klamath County,OR,Maricopa County,AZ,35,760,760000,1819,2018,2019,outflow,Klamath County-Maricopa County-AZ-1819,"Maricopa County, AZ"
60415,Klamath County,OR,Siskiyou County,CA,37,589,589000,1819,2018,2019,outflow,Klamath County-Siskiyou County-CA-1819,"Siskiyou County, CA"
60423,Lake County,OR,Lake County Total Migration-US and Foreign,OR,365,7553,7553000,1819,2018,2019,outflow,Lake County total migration-1819,"Lake County Total Migration-US and Foreign, OR"
60434,Lane County,OR,Lane County Total Migration-US and Foreign,OR,12588,385312,385312000,1819,2018,2019,outflow,Lane County total migration-1819,"Lane County Total Migration-US and Foreign, OR"
60439,Lane County,OR,Multnomah County,OR,812,27850,27850000,1819,2018,2019,outflow,Lane County-Multnomah County-OR-1819,"Multnomah County, OR"
60440,Lane County,OR,Linn County,OR,860,20469,20469000,1819,2018,2019,outflow,Lane County-Linn County-OR-1819,"Linn County, OR"
60441,Lane County,OR,Washington County,OR,476,15008,15008000,1819,2018,2019,outflow,Lane County-Washington County-OR-1819,"Washington County, OR"
60442,Lane County,OR,Deschutes County,OR,497,17680,17680000,1819,2018,2019,outflow,Lane County-Deschutes County-OR-1819,"Deschutes County, OR"
60443,Lane County,OR,Douglas County,OR,503,9239,9239000,1819,2018,2019,outflow,Lane County-Douglas County-OR-1819,"Douglas County, OR"
60444,Lane County,OR,Marion County,OR,419,10819,10819000,1819,2018,2019,outflow,Lane County-Marion County-OR-1819,"Marion County, OR"
60445,Lane County,OR,Clackamas County,OR,365,13604,13604000,1819,2018,2019,outflow,Lane County-Clackamas County-OR-1819,"Clackamas County, OR"
60446,Lane County,OR,Benton County,OR,349,9395,9395000,1819,2018,2019,outflow,Lane County-Benton County-OR-1819,"Benton County, OR"
60447,Lane County,OR,King County,WA,266,10598,10598000,1819,2018,2019,outflow,Lane County-King County-WA-1819,"King County, WA"
60448,Lane County,OR,Jackson County,OR,255,7944,7944000,1819,2018,2019,outflow,Lane County-Jackson County-OR-1819,"Jackson County, OR"
60449,Lane County,OR,Maricopa County,AZ,248,13047,13047000,1819,2018,2019,outflow,Lane County-Maricopa County-AZ-1819,"Maricopa County, AZ"
60450,Lane County,OR,Clark County,WA,246,10035,10035000,1819,2018,2019,outflow,Lane County-Clark County-WA-1819,"Clark County, WA"
60451,Lane County,OR,Coos County,OR,228,5150,5150000,1819,2018,2019,outflow,Lane County-Coos County-OR-1819,"Coos County, OR"
60452,Lane County,OR,Los Angeles County,CA,173,5602,5602000,1819,2018,2019,outflow,Lane County-Los Angeles County-CA-1819,"Los Angeles County, CA"
60453,Lane County,OR,San Diego County,CA,154,4244,4244000,1819,2018,2019,outflow,Lane County-San Diego County-CA-1819,"San Diego County, CA"
60454,Lane County,OR,Lincoln County,OR,145,4099,4099000,1819,2018,2019,outflow,Lane County-Lincoln County-OR-1819,"Lincoln County, OR"
60455,Lane County,OR,Polk County,OR,132,3593,3593000,1819,2018,2019,outflow,Lane County-Polk County-OR-1819,"Polk County, OR"
60456,Lane County,OR,Pierce County,WA,109,3398,3398000,1819,2018,2019,outflow,Lane County-Pierce County-WA-1819,"Pierce County, WA"
