,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
189,Jackson County-Santa Clara County-CA-1718,"Santa Clara County, CA",1718,2017,2018,177,13144000,33,1750000,144,11394000,Jackson County,Jackson County-Santa Clara County-CA
190,Jackson County-San Diego County-CA-1718,"San Diego County, CA",1718,2017,2018,181,6561000,73,3072000,108,3489000,Jackson County,Jackson County-San Diego County-CA
191,Jackson County-Douglas County-OR-1718,"Douglas County, OR",1718,2017,2018,165,3887000,214,4301000,-49,-414000,Jackson County,Jackson County-Douglas County-OR
192,Jackson County-Alameda County-CA-1718,"Alameda County, CA",1718,2017,2018,139,9615000,34,1754000,105,7861000,Jackson County,Jackson County-Alameda County-CA
193,Jackson County-Siskiyou County-CA-1718,"Siskiyou County, CA",1718,2017,2018,148,3070000,89,2267000,59,803000,Jackson County,Jackson County-Siskiyou County-CA
194,Jackson County-King County-WA-1718,"King County, WA",1718,2017,2018,145,5109000,85,3430000,60,1679000,Jackson County,Jackson County-King County-WA
195,Jackson County-Clackamas County-OR-1718,"Clackamas County, OR",1718,2017,2018,116,5848000,145,4764000,-29,1084000,Jackson County,Jackson County-Clackamas County-OR
196,Jackson County-Orange County-CA-1718,"Orange County, CA",1718,2017,2018,106,2793000,67,1402000,39,1391000,Jackson County,Jackson County-Orange County-CA
197,Jackson County-Marion County-OR-1718,"Marion County, OR",1718,2017,2018,106,2806000,138,4046000,-32,-1240000,Jackson County,Jackson County-Marion County-OR
198,Jackson County-Sacramento County-CA-1718,"Sacramento County, CA",1718,2017,2018,116,3746000,85,2102000,31,1644000,Jackson County,Jackson County-Sacramento County-CA
199,Jackson County-Sonoma County-CA-1718,"Sonoma County, CA",1718,2017,2018,130,4556000,30,1045000,100,3511000,Jackson County,Jackson County-Sonoma County-CA
200,Jackson County-Clark County-NV-1718,"Clark County, NV",1718,2017,2018,99,2858000,120,4224000,-21,-1366000,Jackson County,Jackson County-Clark County-NV
201,Jackson County-Contra Costa County-CA-1718,"Contra Costa County, CA",1718,2017,2018,100,5233000,33,1065000,67,4168000,Jackson County,Jackson County-Contra Costa County-CA
202,Jackson County-Maricopa County-AZ-1718,"Maricopa County, AZ",1718,2017,2018,106,2826000,196,7089000,-90,-4263000,Jackson County,Jackson County-Maricopa County-AZ
203,Jackson County-Riverside County-CA-1718,"Riverside County, CA",1718,2017,2018,113,4167000,49,844000,64,3323000,Jackson County,Jackson County-Riverside County-CA
204,Jackson County-Coos County-OR-1718,"Coos County, OR",1718,2017,2018,100,1912000,134,2453000,-34,-541000,Jackson County,Jackson County-Coos County-OR
205,Jackson County-Shasta County-CA-1718,"Shasta County, CA",1718,2017,2018,90,2076000,55,1448000,35,628000,Jackson County,Jackson County-Shasta County-CA
206,Jackson County-Curry County-OR-1718,"Curry County, OR",1718,2017,2018,64,1534000,87,2390000,-23,-856000,Jackson County,Jackson County-Curry County-OR
207,Jackson County-Benton County-OR-1718,"Benton County, OR",1718,2017,2018,53,1928000,81,1468000,-28,460000,Jackson County,Jackson County-Benton County-OR
208,Jackson County-Butte County-CA-1718,"Butte County, CA",1718,2017,2018,55,1840000,41,1378000,14,462000,Jackson County,Jackson County-Butte County-CA
209,Jackson County-Clark County-WA-1718,"Clark County, WA",1718,2017,2018,59,4278000,95,2254000,-36,2024000,Jackson County,Jackson County-Clark County-WA
210,Jackson County-Pierce County-WA-1718,"Pierce County, WA",1718,2017,2018,49,815000,67,2378000,-18,-1563000,Jackson County,Jackson County-Pierce County-WA
211,Jackson County-Washoe County-NV-1718,"Washoe County, NV",1718,2017,2018,49,1153000,51,1393000,-2,-240000,Jackson County,Jackson County-Washoe County-NV
212,Jackson County-Ventura County-CA-1718,"Ventura County, CA",1718,2017,2018,47,2048000,35,703000,12,1345000,Jackson County,Jackson County-Ventura County-CA
213,Jackson County-Linn County-OR-1718,"Linn County, OR",1718,2017,2018,49,1252000,86,1788000,-37,-536000,Jackson County,Jackson County-Linn County-OR
214,Jackson County-Pima County-AZ-1718,"Pima County, AZ",1718,2017,2018,39,825000,55,988000,-16,-163000,Jackson County,Jackson County-Pima County-AZ
215,Jackson County-Ada County-ID-1718,"Ada County, ID",1718,2017,2018,40,689000,57,4464000,-17,-3775000,Jackson County,Jackson County-Ada County-ID
217,Jefferson County-Deschutes County-OR-1718,"Deschutes County, OR",1718,2017,2018,498,10277000,358,6894000,140,3383000,Jefferson County,Jefferson County-Deschutes County-OR
218,Jefferson County-Crook County-OR-1718,"Crook County, OR",1718,2017,2018,109,1770000,96,2456000,13,-686000,Jefferson County,Jefferson County-Crook County-OR
219,Jefferson County-Multnomah County-OR-1718,"Multnomah County, OR",1718,2017,2018,76,2307000,41,988000,35,1319000,Jefferson County,Jefferson County-Multnomah County-OR
220,Jefferson County-Clackamas County-OR-1718,"Clackamas County, OR",1718,2017,2018,70,2576000,42,1021000,28,1555000,Jefferson County,Jefferson County-Clackamas County-OR
222,Josephine County-Jackson County-OR-1718,"Jackson County, OR",1718,2017,2018,903,20367000,974,22115000,-71,-1748000,Josephine County,Josephine County-Jackson County-OR
223,Josephine County-Douglas County-OR-1718,"Douglas County, OR",1718,2017,2018,149,3316000,158,2994000,-9,322000,Josephine County,Josephine County-Douglas County-OR
224,Josephine County-Los Angeles County-CA-1718,"Los Angeles County, CA",1718,2017,2018,129,5253000,43,1145000,86,4108000,Josephine County,Josephine County-Los Angeles County-CA
225,Josephine County-Lane County-OR-1718,"Lane County, OR",1718,2017,2018,102,2073000,122,4938000,-20,-2865000,Josephine County,Josephine County-Lane County-OR
226,Josephine County-Multnomah County-OR-1718,"Multnomah County, OR",1718,2017,2018,57,1310000,82,2095000,-25,-785000,Josephine County,Josephine County-Multnomah County-OR
227,Josephine County-San Diego County-CA-1718,"San Diego County, CA",1718,2017,2018,71,2775000,37,908000,34,1867000,Josephine County,Josephine County-San Diego County-CA
228,Josephine County-Deschutes County-OR-1718,"Deschutes County, OR",1718,2017,2018,71,1248000,54,1252000,17,-4000,Josephine County,Josephine County-Deschutes County-OR
229,Josephine County-Klamath County-OR-1718,"Klamath County, OR",1718,2017,2018,63,1178000,57,983000,6,195000,Josephine County,Josephine County-Klamath County-OR
230,Josephine County-Maricopa County-AZ-1718,"Maricopa County, AZ",1718,2017,2018,66,2626000,72,2114000,-6,512000,Josephine County,Josephine County-Maricopa County-AZ
231,Josephine County-Riverside County-CA-1718,"Riverside County, CA",1718,2017,2018,53,1402000,36,438000,17,964000,Josephine County,Josephine County-Riverside County-CA
232,Josephine County-Washington County-OR-1718,"Washington County, OR",1718,2017,2018,58,1410000,47,1042000,11,368000,Josephine County,Josephine County-Washington County-OR
233,Josephine County-Clackamas County-OR-1718,"Clackamas County, OR",1718,2017,2018,40,1488000,58,1278000,-18,210000,Josephine County,Josephine County-Clackamas County-OR
234,Josephine County-Marion County-OR-1718,"Marion County, OR",1718,2017,2018,52,1140000,57,1425000,-5,-285000,Josephine County,Josephine County-Marion County-OR
235,Josephine County-Curry County-OR-1718,"Curry County, OR",1718,2017,2018,37,939000,55,1164000,-18,-225000,Josephine County,Josephine County-Curry County-OR
236,Josephine County-Clark County-NV-1718,"Clark County, NV",1718,2017,2018,40,675000,28,675000,12,0,Josephine County,Josephine County-Clark County-NV
238,Klamath County-Jackson County-OR-1718,"Jackson County, OR",1718,2017,2018,264,6219000,261,6790000,3,-571000,Klamath County,Klamath County-Jackson County-OR
239,Klamath County-Deschutes County-OR-1718,"Deschutes County, OR",1718,2017,2018,190,4607000,152,3551000,38,1056000,Klamath County,Klamath County-Deschutes County-OR
240,Klamath County-Lane County-OR-1718,"Lane County, OR",1718,2017,2018,104,2006000,152,3491000,-48,-1485000,Klamath County,Klamath County-Lane County-OR
241,Klamath County-Siskiyou County-CA-1718,"Siskiyou County, CA",1718,2017,2018,125,2123000,96,1297000,29,826000,Klamath County,Klamath County-Siskiyou County-CA
242,Klamath County-Multnomah County-OR-1718,"Multnomah County, OR",1718,2017,2018,73,1255000,68,2014000,5,-759000,Klamath County,Klamath County-Multnomah County-OR
243,Klamath County-Marion County-OR-1718,"Marion County, OR",1718,2017,2018,82,1460000,63,1326000,19,134000,Klamath County,Klamath County-Marion County-OR
244,Klamath County-Shasta County-CA-1718,"Shasta County, CA",1718,2017,2018,62,1413000,37,840000,25,573000,Klamath County,Klamath County-Shasta County-CA
245,Klamath County-Josephine County-OR-1718,"Josephine County, OR",1718,2017,2018,57,983000,63,1178000,-6,-195000,Klamath County,Klamath County-Josephine County-OR
246,Klamath County-Douglas County-OR-1718,"Douglas County, OR",1718,2017,2018,51,1198000,88,2197000,-37,-999000,Klamath County,Klamath County-Douglas County-OR
247,Klamath County-Washington County-OR-1718,"Washington County, OR",1718,2017,2018,46,1116000,88,2327000,-42,-1211000,Klamath County,Klamath County-Washington County-OR
248,Klamath County-Linn County-OR-1718,"Linn County, OR",1718,2017,2018,43,1007000,63,1475000,-20,-468000,Klamath County,Klamath County-Linn County-OR
249,Klamath County-King County-WA-1718,"King County, WA",1718,2017,2018,39,1521000,30,657000,9,864000,Klamath County,Klamath County-King County-WA
252,Lane County-Multnomah County-OR-1718,"Multnomah County, OR",1718,2017,2018,684,21619000,847,24721000,-163,-3102000,Lane County,Lane County-Multnomah County-OR
253,Lane County-Linn County-OR-1718,"Linn County, OR",1718,2017,2018,591,14419000,816,20166000,-225,-5747000,Lane County,Lane County-Linn County-OR
254,Lane County-Douglas County-OR-1718,"Douglas County, OR",1718,2017,2018,552,14661000,564,12146000,-12,2515000,Lane County,Lane County-Douglas County-OR
255,Lane County-Washington County-OR-1718,"Washington County, OR",1718,2017,2018,437,14487000,496,13580000,-59,907000,Lane County,Lane County-Washington County-OR
256,Lane County-Marion County-OR-1718,"Marion County, OR",1718,2017,2018,465,12725000,454,10816000,11,1909000,Lane County,Lane County-Marion County-OR
257,Lane County-Benton County-OR-1718,"Benton County, OR",1718,2017,2018,353,9958000,392,9846000,-39,112000,Lane County,Lane County-Benton County-OR
258,Lane County-Los Angeles County-CA-1718,"Los Angeles County, CA",1718,2017,2018,383,12194000,182,4276000,201,7918000,Lane County,Lane County-Los Angeles County-CA
259,Lane County-Jackson County-OR-1718,"Jackson County, OR",1718,2017,2018,382,9576000,316,8008000,66,1568000,Lane County,Lane County-Jackson County-OR
260,Lane County-Deschutes County-OR-1718,"Deschutes County, OR",1718,2017,2018,372,11520000,472,16945000,-100,-5425000,Lane County,Lane County-Deschutes County-OR
261,Lane County-King County-WA-1718,"King County, WA",1718,2017,2018,256,11364000,233,8027000,23,3337000,Lane County,Lane County-King County-WA
262,Lane County-Clackamas County-OR-1718,"Clackamas County, OR",1718,2017,2018,268,9553000,349,14240000,-81,-4687000,Lane County,Lane County-Clackamas County-OR
263,Lane County-Coos County-OR-1718,"Coos County, OR",1718,2017,2018,276,7781000,223,4803000,53,2978000,Lane County,Lane County-Coos County-OR
264,Lane County-San Diego County-CA-1718,"San Diego County, CA",1718,2017,2018,237,7637000,124,4805000,113,2832000,Lane County,Lane County-San Diego County-CA
265,Lane County-Maricopa County-AZ-1718,"Maricopa County, AZ",1718,2017,2018,245,7889000,273,9590000,-28,-1701000,Lane County,Lane County-Maricopa County-AZ
266,Lane County-Orange County-CA-1718,"Orange County, CA",1718,2017,2018,212,9477000,111,3561000,101,5916000,Lane County,Lane County-Orange County-CA
267,Lane County-Lincoln County-OR-1718,"Lincoln County, OR",1718,2017,2018,164,4760000,145,5398000,19,-638000,Lane County,Lane County-Lincoln County-OR
268,Lane County-Santa Clara County-CA-1718,"Santa Clara County, CA",1718,2017,2018,155,8760000,62,2188000,93,6572000,Lane County,Lane County-Santa Clara County-CA
269,Lane County-Clark County-WA-1718,"Clark County, WA",1718,2017,2018,171,4872000,248,7589000,-77,-2717000,Lane County,Lane County-Clark County-WA
270,Lane County-Klamath County-OR-1718,"Klamath County, OR",1718,2017,2018,152,3491000,104,2006000,48,1485000,Lane County,Lane County-Klamath County-OR
271,Lane County-Alameda County-CA-1718,"Alameda County, CA",1718,2017,2018,145,5839000,50,1583000,95,4256000,Lane County,Lane County-Alameda County-CA
272,Lane County-Sacramento County-CA-1718,"Sacramento County, CA",1718,2017,2018,127,4831000,48,963000,79,3868000,Lane County,Lane County-Sacramento County-CA
273,Lane County-Riverside County-CA-1718,"Riverside County, CA",1718,2017,2018,139,3868000,89,2283000,50,1585000,Lane County,Lane County-Riverside County-CA
274,Lane County-Clark County-NV-1718,"Clark County, NV",1718,2017,2018,150,3880000,141,3250000,9,630000,Lane County,Lane County-Clark County-NV
275,Lane County-Josephine County-OR-1718,"Josephine County, OR",1718,2017,2018,122,4938000,102,2073000,20,2865000,Lane County,Lane County-Josephine County-OR
276,Lane County-Polk County-OR-1718,"Polk County, OR",1718,2017,2018,128,2959000,116,3045000,12,-86000,Lane County,Lane County-Polk County-OR
277,Lane County-Pierce County-WA-1718,"Pierce County, WA",1718,2017,2018,142,5064000,117,3943000,25,1121000,Lane County,Lane County-Pierce County-WA
278,Lane County-San Bernardino County-CA-1718,"San Bernardino County, CA",1718,2017,2018,117,2875000,42,713000,75,2162000,Lane County,Lane County-San Bernardino County-CA
279,Lane County-Contra Costa County-CA-1718,"Contra Costa County, CA",1718,2017,2018,110,4093000,61,2211000,49,1882000,Lane County,Lane County-Contra Costa County-CA
280,Lane County-Salt Lake County-UT-1718,"Salt Lake County, UT",1718,2017,2018,106,2498000,71,2497000,35,1000,Lane County,Lane County-Salt Lake County-UT
281,Lane County-Sonoma County-CA-1718,"Sonoma County, CA",1718,2017,2018,85,2831000,42,936000,43,1895000,Lane County,Lane County-Sonoma County-CA
282,Lane County-Snohomish County-WA-1718,"Snohomish County, WA",1718,2017,2018,98,2931000,71,1922000,27,1009000,Lane County,Lane County-Snohomish County-WA
283,Lane County-Cook County-IL-1718,"Cook County, IL",1718,2017,2018,75,3413000,48,1209000,27,2204000,Lane County,Lane County-Cook County-IL
284,Lane County-Yamhill County-OR-1718,"Yamhill County, OR",1718,2017,2018,79,2001000,96,2538000,-17,-537000,Lane County,Lane County-Yamhill County-OR
285,Lane County-Honolulu County-HI-1718,"Honolulu County, HI",1718,2017,2018,88,3040000,66,1437000,22,1603000,Lane County,Lane County-Honolulu County-HI
286,Lane County-Washoe County-NV-1718,"Washoe County, NV",1718,2017,2018,77,2016000,50,1037000,27,979000,Lane County,Lane County-Washoe County-NV
287,Lane County-Travis County-TX-1718,"Travis County, TX",1718,2017,2018,53,1631000,53,1936000,0,-305000,Lane County,Lane County-Travis County-TX
288,Lane County-Ada County-ID-1718,"Ada County, ID",1718,2017,2018,61,1529000,122,2620000,-61,-1091000,Lane County,Lane County-Ada County-ID
289,Lane County-Butte County-CA-1718,"Butte County, CA",1718,2017,2018,63,1712000,46,1184000,17,528000,Lane County,Lane County-Butte County-CA
290,Lane County-Shasta County-CA-1718,"Shasta County, CA",1718,2017,2018,65,2009000,51,1199000,14,810000,Lane County,Lane County-Shasta County-CA
291,Lane County-Anchorage Municipality-AK-1718,"Anchorage Municipality, AK",1718,2017,2018,54,2207000,33,1109000,21,1098000,Lane County,Lane County-Anchorage Municipality-AK
292,Lane County-Pima County-AZ-1718,"Pima County, AZ",1718,2017,2018,59,1685000,79,3510000,-20,-1825000,Lane County,Lane County-Pima County-AZ
293,Lane County-San Mateo County-CA-1718,"San Mateo County, CA",1718,2017,2018,66,2882000,29,1022000,37,1860000,Lane County,Lane County-San Mateo County-CA
294,Lane County-Clatsop County-OR-1718,"Clatsop County, OR",1718,2017,2018,55,1001000,48,1174000,7,-173000,Lane County,Lane County-Clatsop County-OR
295,Lane County-Spokane County-WA-1718,"Spokane County, WA",1718,2017,2018,51,1882000,134,3790000,-83,-1908000,Lane County,Lane County-Spokane County-WA
296,Lane County-El Paso County-CO-1718,"El Paso County, CO",1718,2017,2018,64,1694000,38,576000,26,1118000,Lane County,Lane County-El Paso County-CO
297,Lane County-Umatilla County-OR-1718,"Umatilla County, OR",1718,2017,2018,50,1214000,48,1086000,2,128000,Lane County,Lane County-Umatilla County-OR
298,Lane County-Thurston County-WA-1718,"Thurston County, WA",1718,2017,2018,50,1300000,69,2051000,-19,-751000,Lane County,Lane County-Thurston County-WA
